id,respondent,categorical_variable,personal_id,IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI,AR,CO,KY,OK,PA,WV,MT,WY,census_region,education,household_income,age,gender
190,3125058466,midwest,Some,1,1,1,,1,1,,,,1,,1,,,,,,,,,East North Central,High school degree,"$50,000 - $99,999",45-60,Male
191,3125050728,Midwest,Not much,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,Middle Atlantic,Associate or bachelor degree,"$150,000+",45-60,Male
192,3125046928,Midwest,A lot,,,,1,,,1,1,,,,,1,1,,1,,,,,West North Central,High school degree,"$150,000+",18-29,Male
193,3125046310,North,Some,1,1,1,1,,1,1,1,1,1,1,1,1,,1,,,,,,West North Central,Associate or bachelor degree,"$25,000 - $49,999",18-29,Male
194,3125037373,Pacific Northwest,Not at all,,1,1,1,,,1,1,,,,,,,,1,,,,,Pacific,Some college,"$100,000 - $149,999",30-44,Male
195,3125030614,Mid Atlantic,Not at all,1,,1,1,,1,1,1,,,,,,,,1,,,,,Middle Atlantic,Graduate degree,"$100,000 - $149,999",45-60,Male
196,3125023744,Midwest,A lot,1,1,1,,1,1,1,1,,1,,1,,,,,,,,,East North Central,Some college,"$150,000+",18-29,Male
197,3125020402,severely broken,Not at all,1,,1,1,,,1,1,,,1,,,,,1,,,,,East North Central,Graduate degree,"$150,000+",> 60,Male
198,3125008247,Central,Not much,,,,,,,1,,,,,,,1,,,,,,1,East North Central,Some college,"$100,000 - $149,999",45-60,Male
199,3125008012,TEXAS,Not at all,,,,1,,,,1,1,,1,,,1,,,,,1,1,West South Central,Associate or bachelor degree,"$100,000 - $149,999",18-29,Male
200,3125006341,Snowy,Not much,1,1,1,1,1,1,1,,,1,,1,,,,,,,,,East North Central,Associate or bachelor degree,"$0 - $24,999",18-29,Male
201,3125002587,The Southeast.,Not at all,1,1,1,1,1,1,1,1,,1,1,1,,1,,1,,,1,1,South Atlantic,Graduate degree,"$50,000 - $99,999",30-44,Male
202,3124996365,I live on the west coast.,Not at all,,,,1,,,,,1,,1,,,1,,,,,1,1,Pacific,Some college,"$50,000 - $99,999",30-44,Male
203,3124996063,North east,Not at all,1,1,1,,1,,1,1,1,1,1,1,,,,1,,,,,Middle Atlantic,Some college,"$150,000+",> 60,Male
204,3124995140,"Upper Penninsula, Yoopers",Not much,1,,1,,,,,,,,,,,,,1,,,,,East North Central,Graduate degree,"$0 - $24,999",18-29,Male
205,3124991535,mid west,Some,1,,1,,,1,,,1,,,1,,,,,,,,,West North Central,High school degree,"$25,000 - $49,999",30-44,Male
206,3124990106,Upper Midwest,A lot,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,East North Central,Graduate degree,"$50,000 - $99,999",> 60,Male
207,3124986927,badlands,Not at all,,,,,,,,1,,,,,,,,,,,,,South Atlantic,High school degree,"$0 - $24,999",30-44,Male
208,3124982791,Great weather here in Southern California,Some,1,1,1,,1,1,,,1,1,1,1,,,,,,,,,East North Central,Some college,"$50,000 - $99,999",> 60,Male
209,3124975410,North Central,A lot,,,,,1,1,,,1,1,1,1,,,,,,,,,West North Central,Some college,"$150,000+",18-29,Male
210,3124974791,Middle Atlantic,Not at all,,,1,1,,,,1,,,,,,,,,,,,,Middle Atlantic,Graduate degree,"$50,000 - $99,999",> 60,Male
211,3124970690,Midwest,Some,1,,,,,,,,,,,,,,,,,,,,East North Central,Associate or bachelor degree,"$50,000 - $99,999",30-44,Male
212,3124964542,Midwest,Some,1,1,1,,1,,,1,,,,1,,,,,,,,,East North Central,Less than high school degree,"$0 - $24,999",30-44,Male
213,3124961277,Pacific Northwest,Not at all,1,1,1,1,1,1,,1,1,,1,1,,,,,,,,,Pacific,Associate or bachelor degree,"$25,000 - $49,999",18-29,Male
214,3124948488,northeast,Not at all,1,,1,1,,,,1,,,1,,1,1,,1,,,1,1,East North Central,High school degree,"$50,000 - $99,999",45-60,Male
215,3124944360,mid-south,Not at all,1,1,1,1,,1,1,1,1,1,1,1,,,,,,,,,East South Central,Associate or bachelor degree,"$50,000 - $99,999",30-44,Male
216,3124938475,Midwest,A lot,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,,West North Central,Graduate degree,"$150,000+",> 60,Male
217,3124934214,Ny tri state area,Not at all,1,1,1,,1,1,,,1,,,1,,,,,,,,,Middle Atlantic,Graduate degree,"$150,000+",30-44,Male
218,3124930362,East,Not at all,,1,1,,,,1,,,1,,,,,1,,,,,,South Atlantic,Graduate degree,"$100,000 - $149,999",30-44,Male
219,3124922893,norhteast,Not at all,1,1,1,1,,1,1,1,,1,,1,1,,,1,,,,,,,,,
220,3124917999,Norhteast,Not at all,1,,1,1,,,1,1,,,,,1,,,,,,,,Middle Atlantic,Associate or bachelor degree,"$150,000+",> 60,Male
221,3124917482,Southern Rocky Mountains,Not at all,1,1,1,,1,,1,,,1,,1,,,,,,,,,Mountain,Graduate degree,"$50,000 - $99,999",> 60,Male
222,3124913137,usa,Not at all,,,,,,,,1,,,,,,,,,,,,,West North Central,High school degree,"$150,000+",18-29,Male
223,3124904801,South Carolina,Not at all,,1,,1,,1,,1,1,,1,,1,,,1,,,1,1,,,,,
224,3124901466,Rural,Some,1,1,,1,1,1,1,,,1,,1,1,,1,,,,,,East South Central,Graduate degree,"$150,000+",> 60,Male
225,3124900399,middle,Some,1,1,1,,1,1,,,1,1,,1,,1,,,,,,1,East North Central,Graduate degree,"$50,000 - $99,999",18-29,Male
226,3124893343,South,Some,1,,1,1,1,1,1,,1,1,1,1,1,,,1,,,1,1,South Atlantic,Some college,"$25,000 - $49,999",18-29,Male
227,3124893233,North East,Not at all,1,1,1,1,,,1,1,,1,,,,,,1,,,,,New England,Graduate degree,"$100,000 - $149,999",30-44,Male
228,3124885120,Southwest,Not much,,,1,1,,,1,1,1,,1,,,,,,,,,,Mountain,Associate or bachelor degree,"$0 - $24,999",30-44,Male
229,3124882685,Alaska,Not at all,1,1,1,1,,,,1,,1,,,,1,,1,,,,1,Pacific,Associate or bachelor degree,"$25,000 - $49,999",18-29,Male
230,3124874929,The south,Not at all,,,,1,,1,1,1,1,,1,1,1,1,,1,,,,,South Atlantic,Some college,"$25,000 - $49,999",18-29,Male
231,3124873241,Midwest,Some,1,1,,,1,1,,,,1,,1,,,,,,,,,East North Central,High school degree,"$150,000+",18-29,Male
232,3124867707,cold,Some,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,,,West North Central,Some college,"$50,000 - $99,999",30-44,Male
233,3124863335,South West,A lot,1,1,1,,1,,1,,,1,,1,,,,,,,,,Mountain,Some college,"$150,000+",30-44,Female
234,3124858626,upper midwest,A lot,1,,1,,,1,,,,,,1,,,,,,,,,East North Central,Associate or bachelor degree,"$50,000 - $99,999",30-44,Male
235,3124848259,Midwest,A lot,1,1,1,1,1,1,1,1,,1,,1,1,,1,1,,,1,,East North Central,Associate or bachelor degree,"$150,000+",18-29,Male
236,3124845886,Midwest,A lot,,,1,,1,1,,,1,,1,1,,,,,,,,,West North Central,Graduate degree,"$150,000+",30-44,Female
237,3124842076,God's country(northwest us),Not at all,1,1,1,1,,,,1,,1,,,,,,1,,,,,Mountain,Associate or bachelor degree,"$150,000+",30-44,Male
238,3124841451,Mid-West,Some,1,1,1,,1,1,1,,,1,,1,,,,,,,,,East North Central,Associate or bachelor degree,"$150,000+",18-29,Male
239,3124840630,Cold,Not much,1,1,1,,1,1,,1,1,1,1,1,,,,,,,,,West North Central,Some college,"$150,000+",30-44,Female
240,3124838957,drab,Some,,,1,,,1,,1,,,1,,,,,,,,,,,,,,
241,3124835061,midwest,Not much,1,1,1,,1,1,,,,1,,1,,,,,,,,,,,,,
242,3124817190,Midwest,A lot,1,1,,,1,,,,,1,,1,,,,,,,,,East North Central,Graduate degree,"$150,000+",> 60,Male
243,3124812485,Central plains,A lot,,,1,1,,,1,1,,,,,,,,1,,,,,West North Central,Graduate degree,"$50,000 - $99,999",45-60,Male
244,3124801805,Midwest,A lot,,,1,,,1,,,1,,1,1,,,,,,,,,West North Central,Graduate degree,"$150,000+",30-44,Male
245,3124797455,Southwest,Not at all,1,1,1,1,1,1,,1,1,1,1,1,1,,,1,,,1,1,Mountain,Some college,,18-29,Male
246,3124790292,The Midwest,A lot,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,East North Central,Graduate degree,"$100,000 - $149,999",30-44,Male
247,3124787504,southeast,Not much,1,1,1,1,1,1,1,1,,1,,1,1,,,1,,,,,East South Central,Some college,"$50,000 - $99,999",30-44,Female
248,3124784401,The South,Not much,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,,South Atlantic,Graduate degree,"$50,000 - $99,999",30-44,Male
249,3124780407,ok,Not at all,,,,,,1,,,,,,,,,,,,,,,,,,,
250,3124780006,Mid-west,A lot,1,1,1,1,1,1,1,1,,1,1,1,,,1,,,,,,East North Central,Graduate degree,"$50,000 - $99,999",45-60,Male
251,3124777082,Rural,Not at all,1,1,,,1,1,1,,,1,,1,,,1,,,,,1,East North Central,Graduate degree,"$25,000 - $49,999",30-44,Female
252,3124769156,northeast,Not at all,,,,,,,,,,,,,,,1,,,,,,,,,,
253,3124764448,northeast,Not at all,,,1,1,,1,1,1,,,,,1,,,1,,,1,1,Middle Atlantic,Associate or bachelor degree,"$150,000+",30-44,Female
254,3124746790,Desert Southwest,Not at all,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,Mountain,Some college,"$25,000 - $49,999",30-44,Male
255,3124745848,midwest,A lot,1,1,1,1,1,1,1,1,,1,,1,1,1,,1,,,,,West North Central,Some college,"$50,000 - $99,999",> 60,Male
256,3124744381,Southeast,Not at all,,,,1,,,1,,,1,,,1,1,,1,,,,1,South Atlantic,Associate or bachelor degree,"$25,000 - $49,999",18-29,Male
257,3124728773,West Coast  SoCal  Southern California,Not at all,,1,1,1,,,1,1,,1,1,,1,,1,1,,,,1,Pacific,Associate or bachelor degree,"$100,000 - $149,999",30-44,Male
258,3124723486,In the county,Not at all,,,,1,,,,1,1,,1,,,1,,1,,,1,1,East South Central,Some college,"$25,000 - $49,999",30-44,Male
259,3124721993,Midwest,Some,1,1,1,,1,,1,,,1,,1,,,,,,,,,East North Central,Some college,"$25,000 - $49,999",18-29,Male
260,3124714960,Rocky Mountain West,Some,,,1,1,1,1,,1,,,1,1,,1,,,,,,1,,,,,
261,3124714586,Rocky Mountains,Some,1,,1,1,1,,1,,,,,,,,,,,,,,Mountain,Some college,"$50,000 - $99,999",45-60,Male
262,3124712727,great,Some,,,,,,,,,,,,,,,,,1,1,,,,,,,
263,3124685768,Southwest,Not at all,1,1,1,,1,1,1,,,1,,1,,,,,,,,,Mountain,Associate or bachelor degree,"$50,000 - $99,999",30-44,Male
264,3124685689,Mormonville,Not at all,1,1,1,1,,,1,1,,1,1,,,,1,1,,,,,Mountain,Some college,"$0 - $24,999",18-29,Male
265,3124685399,Southwest,Not at all,1,1,,,1,,,,,1,,1,,,,,,,,,West South Central,Some college,"$50,000 - $99,999",18-29,Male
266,3124685300,Midwest,A lot,,,,,,,,,,1,,,,,,,,,,,East North Central,Graduate degree,"$100,000 - $149,999",45-60,Male
267,3124685007,midwest,Some,1,1,1,1,1,1,,,,1,,1,,,,1,1,,1,,East North Central,Some college,"$50,000 - $99,999",30-44,Female
268,3124676956,n central,Some,1,1,1,,1,,,,,1,,1,,,,,1,,,,East North Central,Associate or bachelor degree,"$50,000 - $99,999",> 60,Female
269,3124672578,midwest,A lot,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,,,East North Central,Some college,"$25,000 - $49,999",> 60,Female
270,3124667704,The Midwest,A lot,1,1,1,,1,1,,1,,1,,1,,,,,,,,,East North Central,Associate or bachelor degree,"$25,000 - $49,999",> 60,Female
271,3124661028,the midwest,Some,1,,,1,,,1,,,,,,,,,,,,,,West North Central,Some college,"$0 - $24,999",30-44,Female
272,3124660534,The Midwest,A lot,1,1,1,1,1,,1,,,1,,,,,1,1,,,,,West North Central,Associate or bachelor degree,"$150,000+",30-44,Female
273,3124656784,East,Not at all,1,1,1,1,1,1,1,1,,,,1,,,,1,,,,,East North Central,Some college,"$50,000 - $99,999",> 60,Male
274,3124643426,MIdwest,A lot,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,East North Central,Associate or bachelor degree,"$25,000 - $49,999",30-44,Male
275,3124643231,the Midwest,A lot,,,1,1,,,1,1,1,,1,,,,,,,,,,West North Central,Graduate degree,"$50,000 - $99,999",> 60,Female
276,3124642989,North East USA,Not much,1,1,1,1,,,,1,,,,,,,,,,,,,Middle Atlantic,Associate or bachelor degree,"$50,000 - $99,999",30-44,Male
277,3124641641,West,Not much,1,1,1,1,1,1,1,1,,1,,1,1,,,,,,,,Mountain,Associate or bachelor degree,"$25,000 - $49,999",30-44,Male
278,3124641634,Northwest,Not at all,,,,,,,1,1,,,,,,1,,1,,,,,Pacific,Graduate degree,"$25,000 - $49,999",30-44,Male
279,3124631385,The Midwest,A lot,1,1,1,1,1,1,1,,,1,,1,,,,1,,,,,East North Central,Associate or bachelor degree,"$150,000+",30-44,Male
280,3124627841,mountain west,Not much,1,1,1,1,,,,1,,,1,1,,,,,,,,,Mountain,High school degree,"$150,000+",45-60,Male
281,3124600786,A rural farming area,A lot,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,1,1,West North Central,Associate or bachelor degree,"$150,000+",> 60,Male
282,3124600727,Midwest,Not much,1,1,,,1,1,,,,1,,1,,,,,,,,,East North Central,Graduate degree,"$150,000+",45-60,Male
283,3124600302,Midwest,A lot,1,1,,,1,,,,,1,,1,,,1,,,,,,East North Central,Associate or bachelor degree,,45-60,Male
284,3124595311,"Mid-Atlantic, inland",Not at all,,,,1,,,,,,,,,,1,,1,,,1,1,Middle Atlantic,Graduate degree,"$50,000 - $99,999",> 60,Female
285,3124594389,Upper midwest,A lot,1,1,1,,,1,,,1,,1,1,,,,,,,,,West North Central,Graduate degree,"$100,000 - $149,999",> 60,Female
286,3124592446,upper Midwest,A lot,1,1,1,1,1,1,1,1,,,,1,,,1,,,,,,East North Central,Graduate degree,"$50,000 - $99,999",> 60,Male
287,3124582171,Liberal midwest,Not much,,,,,,1,,,,,,1,,,,,,,,,West North Central,Some college,"$0 - $24,999",18-29,Male
288,3124577163,midwest,A lot,1,1,1,1,1,1,1,1,,1,,1,,,,,1,,,,East North Central,Associate or bachelor degree,"$25,000 - $49,999",30-44,Female
289,3124568229,Midwest,A lot,,,1,,1,1,,1,1,,1,1,,,,,,,,,West North Central,Associate or bachelor degree,"$100,000 - $149,999",> 60,Male
290,3124561096,Southern California,Not at all,1,1,1,1,,,,,,1,,1,,,,,,,,,Pacific,Some college,"$150,000+",30-44,Male
291,3124556962,nidwest,A lot,1,,1,1,,1,1,1,,,1,1,,,,,,,,,West North Central,Some college,"$150,000+",30-44,Male
292,3124556481,Midwest/Great Lakes,A lot,1,1,1,,1,1,1,,,1,,1,,,,,,,,,East North Central,Graduate degree,"$25,000 - $49,999",30-44,Male
293,3124552857,midwest,A lot,1,1,1,1,1,1,1,1,,1,,1,1,,1,1,1,,,,East North Central,Some college,"$100,000 - $149,999",30-44,Female
294,3124551421,Northeast,Not at all,,1,,,,,,,,,,,,,,,,,,,East North Central,High school degree,"$25,000 - $49,999",> 60,Female
295,3124549372,northeast Pa,Not at all,1,,1,1,,1,1,1,1,,1,1,1,,,1,,,1,1,Middle Atlantic,Some college,"$25,000 - $49,999",45-60,Male
296,3124543591,Appalachia,Not at all,1,1,1,1,1,1,1,1,1,1,1,,1,,,1,,,,,South Atlantic,Some college,"$150,000+",18-29,Male
297,3124538810,Midwest,Some,1,1,1,1,1,1,1,,,1,,1,,,1,,,,,,East North Central,Graduate degree,"$100,000 - $149,999",45-60,Male
298,3124537251,The only semi-descent place to live in this country.,Not much,,,,,,,,,,,,,,1,,,,,1,1,,,,,
299,3124535778,midwest,A lot,,,1,,,,,,,,,,,,,,,,,,West North Central,Associate or bachelor degree,"$0 - $24,999",> 60,Female
300,3124516631,Smack dab in the middle.,A lot,1,1,1,1,,,1,,,,,,,,,,,,,,West North Central,Some college,"$50,000 - $99,999",30-44,Female
301,3124516238,Northern Midwest,Not much,1,1,,,1,,,,,1,,1,,,1,,,,,,East North Central,Associate or bachelor degree,"$150,000+",> 60,Female
302,3124514368,Midwest,Not much,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,,,East North Central,Some college,"$100,000 - $149,999",> 60,Male
303,3124501010,MidWest,Not at all,1,1,1,1,,1,1,,,1,,1,1,,1,1,,,,,West North Central,Some college,"$150,000+",30-44,Female
304,3124499504,NorthEast,Not at all,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,,,1,1,New England,Graduate degree,"$25,000 - $49,999",30-44,Male
305,3124495638,Northeastern,Not at all,,,,,,,,,,,,,,1,,,,,1,1,Middle Atlantic,Associate or bachelor degree,"$100,000 - $149,999",18-29,Male
306,3124473399,Mid East,Not at all,,,,1,,,,1,,,1,,,1,,1,,,,1,West North Central,,,45-60,Female
307,3124459138,U.S.A.,A lot,1,,,,,,,,,,,,,,,,,,,,East North Central,Associate or bachelor degree,"$25,000 - $49,999",> 60,Female
308,3124459036,Midwest,A lot,1,1,1,1,1,1,,1,,1,,1,,,1,,1,,,,East North Central,Some college,"$0 - $24,999",45-60,Male
309,3124452227,Midwest,A lot,1,1,1,,1,1,1,,,1,,1,,,,,,,,,East North Central,Associate or bachelor degree,"$100,000 - $149,999",45-60,Male
310,3124431567,Mid west,Some,1,1,,1,1,1,1,,,1,,,,,,,,,,,West North Central,,,30-44,Male
311,3124430949,COLD,A lot,1,,,,1,,,,,1,,1,,,,,,,,,East North Central,Some college,"$25,000 - $49,999",45-60,Male
312,3124420624,Midwest,A lot,1,1,1,,1,1,,,,,,1,,,,,,,,,East North Central,Associate or bachelor degree,"$100,000 - $149,999",30-44,Female
313,3124416736,Midwest,Not at all,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,,1,East South Central,Associate or bachelor degree,"$150,000+",30-44,Female
314,3124415195,New England,Not at all,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,,,1,1,New England,Associate or bachelor degree,"$25,000 - $49,999",18-29,Male
315,3124410502,Northeast,Not at all,1,,1,1,,1,1,1,1,,1,1,,,,1,,,,,Middle Atlantic,Associate or bachelor degree,"$50,000 - $99,999",45-60,Male
316,3124408797,midwest,Not at all,1,1,,,1,1,1,,,1,,1,,,1,,,,,,East North Central,Graduate degree,"$50,000 - $99,999",30-44,Female
317,3124404276,rural northwestern Pennsylvania,Not at all,1,1,1,1,1,1,,1,,,,,,,,,,,,,Middle Atlantic,Graduate degree,"$50,000 - $99,999",> 60,Male
318,3124395433,The Great Lakes Region,Not at all,,,1,1,,1,1,1,1,,1,1,,,,,,,,,East North Central,Some college,"$0 - $24,999",30-44,Male
319,3124391935,Midwest,A lot,1,1,1,,1,1,,,1,1,1,1,,,,,,,,,East North Central,Some college,"$0 - $24,999",> 60,Female
320,3124388144,mid-west,Some,1,1,,,1,,,,,1,,1,,,1,,,,,,East North Central,Some college,"$25,000 - $49,999",30-44,Male
321,3124385106,Middle West,A lot,1,1,1,,1,1,,,,1,,1,,,,,,,,,East North Central,Associate or bachelor degree,"$150,000+",> 60,Female
322,3124384146,Snowy,Not at all,,,,,,1,,,,,,,,,,,,,,,,,,,
323,3124380651,"The South, Mid-South, actually.",Not at all,1,1,1,,1,1,,,,1,,,,,1,,,,,,East South Central,Associate or bachelor degree,"$150,000+",18-29,Male
324,3124377768,midwest,Some,,1,1,1,1,,1,1,,1,,,1,,,,,1,,,East North Central,Some college,"$50,000 - $99,999",> 60,Female
325,3124371197,Texas,Not at all,1,1,1,,1,1,1,,,1,,1,,,,,,,,,West South Central,Associate or bachelor degree,"$100,000 - $149,999",30-44,Male
326,3124355676,east coast,Some,,1,1,,,,1,,,,,1,1,,,,,,,,Middle Atlantic,Some college,"$150,000+",30-44,Female
327,3124346834,Midwest,Some,1,1,1,1,,,1,,,1,,1,,,,,,,,,East North Central,Graduate degree,"$25,000 - $49,999",45-60,Female
328,3124343997,Midwest,A lot,1,1,1,,1,,,,,1,,,,,1,,,1,,,East North Central,High school degree,"$150,000+",18-29,Male
329,3124328935,Northeast,Not at all,1,1,1,1,,,1,,1,,1,1,,,,,,,,,Middle Atlantic,Some college,"$150,000+",45-60,Male
330,3124326492,PACIFIC NORTH WEST,Not at all,,,1,1,1,1,1,1,1,,1,,,,,,,,,,Pacific,Some college,"$150,000+",45-60,Male
331,3124321946,"Cold, but love the season, diversity and family-friendly environment.",Some,,,1,,,1,,,1,1,1,1,,,,,,,,,West North Central,Associate or bachelor degree,"$50,000 - $99,999",30-44,Female
332,3124304832,USA,Not at all,,,,1,,,,1,1,,1,,,1,,1,,,1,1,Mountain,Some college,"$25,000 - $49,999",30-44,Male
333,3124302269,Northeast,Not much,,1,,,,1,1,1,1,,1,,,,,,,,1,,,,,,
334,3124295383,West Coast.  Left Wing radicals that have no clue of life and trying to mess up everything,Not much,,,,1,,,,1,1,,,,,1,,,,,1,,Pacific,Some college,"$50,000 - $99,999",45-60,Male
335,3124294025,Ohio Valley,Some,1,1,1,,,,1,1,,,,,1,,,,,,,,East North Central,Graduate degree,"$25,000 - $49,999",45-60,Female
336,3124292964,East coast,Some,1,1,1,1,1,,1,1,,1,,1,1,,,,,,,,Middle Atlantic,Some college,"$150,000+",18-29,Female
337,3124284443,The midwest.,Not at all,1,1,1,,1,1,,,,1,,1,,,,,,,,,,,,,
338,3124284208,The East,Not much,,,,,,,1,,1,,1,,,1,,,,,,,Middle Atlantic,Associate or bachelor degree,"$50,000 - $99,999",> 60,Female
339,3124273923,Midwest,A lot,1,1,,1,,,1,,,,,1,,,,,,,,,West North Central,Some college,"$50,000 - $99,999",> 60,Female
340,3124273278,Sunny Southern California,Not at all,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,,Pacific,Graduate degree,"$100,000 - $149,999",30-44,Male
341,3124266076,MIDwESTERN,A lot,1,1,,,,,,,,1,,,,,1,,,,,,East South Central,Some college,"$50,000 - $99,999",> 60,Female
342,3124258189,Mid-Atlantic,Not at all,1,1,1,,1,1,1,1,1,1,1,1,,1,,,,,1,1,Middle Atlantic,High school degree,"$0 - $24,999",> 60,Female
343,3124256105,Midwest,A lot,1,1,1,1,,,1,,,1,,,,,1,,,,,,East North Central,Associate or bachelor degree,"$50,000 - $99,999",18-29,Male
344,3124239001,Southern Mid-West,Some,1,1,1,1,1,1,1,1,1,,1,1,1,,,1,,,,,West South Central,Graduate degree,"$150,000+",> 60,Male
345,3124238957,Midwest,Not much,1,1,1,1,,,1,1,,1,,1,,,,,,,,,East North Central,Graduate degree,"$50,000 - $99,999",> 60,Male
346,3124238936,Hell,Not at all,1,1,1,1,1,,1,1,1,,1,1,1,,,1,,,,,West South Central,Some college,"$0 - $24,999",45-60,Female
347,3124237594,Midwest,A lot,,,1,1,,,1,1,,,,,,1,,1,,,,,West North Central,Graduate degree,"$50,000 - $99,999",45-60,Female
348,3124236451,Northwest,Not at all,1,1,1,,,,1,1,1,1,1,1,,,,1,,,1,,,,,,
349,3124236124,NorthEast,Not at all,1,1,1,1,,,1,1,,1,,,,,1,1,,,,1,Middle Atlantic,Some college,"$25,000 - $49,999",> 60,Female
350,3124232006,Mid Atlantic,A lot,1,1,1,,1,1,,,,1,,1,,,,,,,,,Middle Atlantic,Associate or bachelor degree,"$150,000+",18-29,Male
351,3124226135,West,Not much,1,1,1,,1,,,,,1,,1,,,,,,1,,,Mountain,Graduate degree,"$100,000 - $149,999",45-60,Male
352,3124224065,Mid west,A lot,1,,1,,1,1,1,,1,,1,1,,,,,,,,,East North Central,Some college,"$50,000 - $99,999",> 60,Male
353,3124222956,midwest,Some,1,1,1,1,1,1,1,1,1,,1,1,,,,,,,,,East North Central,Graduate degree,"$150,000+",30-44,Male
354,3124220704,East Coast,Not much,,,,1,,,,1,,,,,,1,,1,,,,1,,,,,
355,3124218248,heartbeat of america,A lot,1,1,1,1,1,1,,1,,1,,1,,,,,,,,,East North Central,Some college,"$100,000 - $149,999",> 60,Male
356,3124217492,USA,Not much,,,,,,,,,,1,,,,,,,1,,,,East North Central,Some college,"$50,000 - $99,999",45-60,Female
357,3124212806,Midwest,Not much,1,1,1,,1,,,,,1,,1,,,,,,,,,East North Central,Graduate degree,"$50,000 - $99,999",30-44,Female
358,3124212792,"In the sticks, in the south",Not at all,,,1,1,,,1,1,,,,,,1,,,,,,,West South Central,Graduate degree,"$50,000 - $99,999",45-60,Female
359,3124212354,west coast,Not at all,,,,,,,,,,,,,,1,,1,,,,,Pacific,Associate or bachelor degree,"$50,000 - $99,999",30-44,Male
360,3124212087,Southwest,Not at all,,,,1,,,,,,,,,1,,,1,,,,,Mountain,Some college,"$25,000 - $49,999",18-29,Male
361,3124208646,midwest,Some,1,,1,1,,,1,1,,,,,,,,,,,,,West North Central,Some college,"$100,000 - $149,999",> 60,Male
362,3124208081,northwest,Not much,1,1,1,1,,,1,1,,1,,,1,,,1,,,,,Mountain,Associate or bachelor degree,"$150,000+",> 60,Male
363,3124207468,north central,Not at all,,,1,1,,,1,1,,1,,,,,,1,,,,,West North Central,Associate or bachelor degree,"$50,000 - $99,999",30-44,Male
364,3124207269,great plains,Not at all,,,1,1,,1,1,1,1,,1,,1,,,1,,,,,West North Central,Some college,"$25,000 - $49,999",45-60,Female
365,3124204220,Midwest rural area,A lot,1,1,1,,1,1,,1,1,,1,1,,1,,,,,1,1,West North Central,Associate or bachelor degree,"$50,000 - $99,999",30-44,Male
366,3124202407,midwest,A lot,1,1,1,1,,,1,1,1,,1,1,,1,,,,,,,West North Central,Some college,"$150,000+",45-60,Female
